TrealK	TsampK	STsamK	TheaterK	STheateK	mi0HmT	sH	Memu	sMemu	Memupg	pointtoStat	timebetmeasms	actualTime
284,729047E+0	271,700000E+0	0,000000E+0	292,700000E+0	0,000000E+0	8,850000E+0	10,000000E-3	19,340667E-3	127,017059E-6	Inf	3,000000E+0	250,000000E+0	3,719844621680E+9
284,988889E+0	271,900000E+0	0,000000E+0	293,000000E+0	0,000000E+0	8,853333E+0	5,773503E-3	19,280667E-3	41,633320E-6	Inf	3,000000E+0	250,000000E+0	3,719844631670E+9
285,208972E+0	272,100000E+0	0,000000E+0	293,233333E+0	57,735027E-3	8,833333E+0	5,773503E-3	18,887333E-3	94,516313E-6	Inf	3,000000E+0	250,000000E+0	3,719844641670E+9
285,448925E+0	272,300000E+0	0,000000E+0	293,500000E+0	0,000000E+0	8,810000E+0	0,000000E+0	18,720667E-3	64,291005E-6	Inf	3,000000E+0	250,000000E+0	3,719844651670E+9
285,735742E+0	272,566667E+0	57,735027E-3	293,800000E+0	0,000000E+0	8,813333E+0	5,773503E-3	18,627333E-3	102,632029E-6	Inf	3,000000E+0	250,000000E+0	3,719844661660E+9
285,949448E+0	272,800000E+0	0,000000E+0	294,000000E+0	0,000000E+0	8,810000E+0	0,000000E+0	18,787333E-3	30,550505E-6	Inf	3,000000E+0	250,000000E+0	3,719844671660E+9
286,169529E+0	273,000000E+0	0,000000E+0	294,233333E+0	57,735027E-3	8,816667E+0	5,773503E-3	18,754000E-3	80,000000E-6	Inf	3,000000E+0	250,000000E+0	3,719844681660E+9
286,409480E+0	273,200000E+0	0,000000E+0	294,500000E+0	0,000000E+0	8,803333E+0	5,773503E-3	18,514000E-3	144,222051E-6	Inf	3,000000E+0	250,000000E+0	3,719844691710E+9
286,649425E+0	273,400000E+0	0,000000E+0	294,766667E+0	57,735027E-3	8,770000E+0	10,000000E-3	18,367333E-3	61,101009E-6	Inf	3,000000E+0	250,000000E+0	3,719844701700E+9
286,910005E+0	273,700000E+0	0,000000E+0	295,000000E+0	0,000000E+0	8,780000E+0	0,000000E+0	18,300667E-3	57,735027E-6	Inf	3,000000E+0	250,000000E+0	3,719844711700E+9
287,110215E+0	273,900000E+0	0,000000E+0	295,200000E+0	0,000000E+0	8,786667E+0	5,773503E-3	18,160667E-3	61,101009E-6	Inf	3,000000E+0	250,000000E+0	3,719844721700E+9
287,370034E+0	274,100000E+0	0,000000E+0	295,500000E+0	0,000000E+0	8,776667E+0	5,773503E-3	18,100667E-3	23,094011E-6	Inf	3,000000E+0	250,000000E+0	3,719844731690E+9
287,603614E+0	274,333333E+0	57,735027E-3	295,733333E+0	57,735027E-3	8,783333E+0	5,773503E-3	18,034000E-3	103,923048E-6	Inf	3,000000E+0	250,000000E+0	3,719844741690E+9
287,857062E+0	274,566667E+0	57,735027E-3	296,000000E+0	0,000000E+0	8,783333E+0	5,773503E-3	17,980667E-3	120,554275E-6	Inf	3,000000E+0	250,000000E+0	3,719844751690E+9
288,070774E+0	274,800000E+0	0,000000E+0	296,200000E+0	0,000000E+0	8,790000E+0	10,000000E-3	18,034000E-3	60,000000E-6	Inf	3,000000E+0	250,000000E+0	3,719844761680E+9
288,330588E+0	275,000000E+0	0,000000E+0	296,500000E+0	0,000000E+0	8,793333E+0	5,773503E-3	17,840667E-3	133,166562E-6	Inf	3,000000E+0	250,000000E+0	3,719844771680E+9
288,630908E+0	275,300000E+0	0,000000E+0	296,800000E+0	0,000000E+0	5,873333E+0	5,086456E+0	17,747333E-3	41,633320E-6	Inf	3,000000E+0	250,000000E+0	3,719844781670E+9
288,804111E+0	275,433333E+0	57,735027E-3	297,000000E+0	0,000000E+0	8,813333E+0	5,773503E-3	17,627333E-3	41,633320E-6	Inf	3,000000E+0	250,000000E+0	3,719844791670E+9
289,090926E+0	275,700000E+0	0,000000E+0	297,300000E+0	0,000000E+0	5,896667E+0	5,106666E+0	17,587333E-3	64,291005E-6	Inf	3,000000E+0	250,000000E+0	3,719844801670E+9
289,291141E+0	275,900000E+0	0,000000E+0	297,500000E+0	0,000000E+0	8,833333E+0	5,773503E-3	17,407333E-3	83,266640E-6	Inf	3,000000E+0	250,000000E+0	3,719844811720E+9
289,531077E+0	276,100000E+0	0,000000E+0	297,766667E+0	57,735027E-3	8,836667E+0	5,773503E-3	17,420667E-3	110,151411E-6	Inf	3,000000E+0	250,000000E+0	3,719844821720E+9
289,764663E+0	276,333333E+0	57,735027E-3	298,000000E+0	0,000000E+0	8,830000E+0	0,000000E+0	17,360667E-3	185,831465E-6	Inf	3,000000E+0	250,000000E+0	3,719844831710E+9
290,031618E+0	276,600000E+0	0,000000E+0	298,266667E+0	57,735027E-3	8,796667E+0	5,773503E-3	17,240667E-3	100,664459E-6	Inf	3,000000E+0	250,000000E+0	3,719844841710E+9
290,251695E+0	276,800000E+0	0,000000E+0	298,500000E+0	0,000000E+0	8,780000E+0	0,000000E+0	17,260667E-3	152,752523E-6	Inf	3,000000E+0	250,000000E+0	3,719844851700E+9
290,471770E+0	277,000000E+0	0,000000E+0	298,733333E+0	57,735027E-3	8,780000E+0	0,000000E+0	17,067333E-3	41,633320E-6	Inf	3,000000E+0	250,000000E+0	3,719844861700E+9
290,752235E+0	277,300000E+0	0,000000E+0	299,000000E+0	0,000000E+0	8,780000E+0	0,000000E+0	16,947333E-3	128,582010E-6	Inf	3,000000E+0	250,000000E+0	3,719844871700E+9
290,952450E+0	277,500000E+0	0,000000E+0	299,200000E+0	0,000000E+0	8,780000E+0	0,000000E+0	16,947333E-3	57,735027E-6	Inf	3,000000E+0	250,000000E+0	3,719844881750E+9
291,212248E+0	277,700000E+0	0,000000E+0	299,500000E+0	0,000000E+0	8,780000E+0	0,000000E+0	16,914000E-3	105,830052E-6	Inf	3,000000E+0	250,000000E+0	3,719844891750E+9
291,425975E+0	277,933333E+0	57,735027E-3	299,700000E+0	0,000000E+0	8,780000E+0	0,000000E+0	16,854000E-3	105,830052E-6	Inf	3,000000E+0	250,000000E+0	3,719844901740E+9
291,692930E+0	278,200000E+0	0,000000E+0	299,966667E+0	57,735027E-3	8,796667E+0	15,275252E-3	16,874000E-3	52,915026E-6	Inf	3,000000E+0	250,000000E+0	3,719844911740E+9
291,853414E+0	278,400000E+0	0,000000E+0	300,100000E+0	0,000000E+0	8,793333E+0	5,773503E-3	16,647333E-3	75,718778E-6	Inf	3,000000E+0	250,000000E+0	3,719844921730E+9
291,874707E+0	278,600000E+0	0,000000E+0	300,000000E+0	0,000000E+0	8,786667E+0	11,547005E-3	16,747333E-3	50,332230E-6	Inf	3,000000E+0	250,000000E+0	3,719844931730E+9
291,955517E+0	278,800000E+0	0,000000E+0	300,000000E+0	0,000000E+0	8,783333E+0	5,773503E-3	16,460667E-3	75,718778E-6	Inf	3,000000E+0	250,000000E+0	3,719844941730E+9
292,009337E+0	278,933333E+0	57,735027E-3	300,000000E+0	0,000000E+0	8,790000E+0	0,000000E+0	16,514000E-3	105,830052E-6	Inf	3,000000E+0	250,000000E+0	3,719844951720E+9
292,076550E+0	279,100000E+0	0,000000E+0	300,000000E+0	0,000000E+0	8,776667E+0	5,773503E-3	16,420667E-3	94,516313E-6	Inf	3,000000E+0	250,000000E+0	3,719844961720E+9
292,116846E+0	279,200000E+0	0,000000E+0	300,000000E+0	0,000000E+0	8,796667E+0	5,773503E-3	16,654000E-3	60,000000E-6	Inf	3,000000E+0	250,000000E+0	3,719844971720E+9
292,157117E+0	279,300000E+0	0,000000E+0	300,000000E+0	0,000000E+0	8,786667E+0	5,773503E-3	16,654000E-3	72,111026E-6	Inf	3,000000E+0	250,000000E+0	3,719844981710E+9
292,197363E+0	279,400000E+0	0,000000E+0	300,000000E+0	0,000000E+0	8,796667E+0	5,773503E-3	16,687333E-3	41,633320E-6	Inf	3,000000E+0	250,000000E+0	3,719844991710E+9
292,237586E+0	279,500000E+0	0,000000E+0	300,000000E+0	0,000000E+0	8,830000E+0	0,000000E+0	16,554000E-3	34,641016E-6	Inf	3,000000E+0	250,000000E+0	3,719845001710E+9
292,277784E+0	279,600000E+0	0,000000E+0	300,000000E+0	0,000000E+0	8,816667E+0	5,773503E-3	16,480667E-3	61,101009E-6	Inf	3,000000E+0	250,000000E+0	3,719845011760E+9
292,317958E+0	279,700000E+0	0,000000E+0	300,000000E+0	0,000000E+0	8,790000E+0	10,000000E-3	16,587333E-3	83,266640E-6	Inf	3,000000E+0	250,000000E+0	3,719845021750E+9
292,317958E+0	279,700000E+0	0,000000E+0	300,000000E+0	0,000000E+0	8,753333E+0	5,773503E-3	16,314000E-3	20,000000E-6	Inf	3,000000E+0	250,000000E+0	3,719845031750E+9
292,358107E+0	279,800000E+0	0,000000E+0	300,000000E+0	0,000000E+0	8,766667E+0	5,773503E-3	16,414000E-3	100,000000E-6	Inf	3,000000E+0	250,000000E+0	3,719845041750E+9
292,398233E+0	279,900000E+0	0,000000E+0	300,000000E+0	0,000000E+0	8,756667E+0	5,773503E-3	16,334000E-3	100,000000E-6	Inf	3,000000E+0	250,000000E+0	3,719845051740E+9
292,398233E+0	279,900000E+0	0,000000E+0	300,000000E+0	0,000000E+0	8,750000E+0	10,000000E-3	16,340667E-3	166,533280E-6	Inf	3,000000E+0	250,000000E+0	3,719845061740E+9
292,424969E+0	279,966667E+0	57,735027E-3	300,000000E+0	0,000000E+0	8,683333E+0	5,773503E-3	16,487333E-3	80,829038E-6	Inf	3,000000E+0	250,000000E+0	3,719845071740E+9
292,438334E+0	280,000000E+0	0,000000E+0	300,000000E+0	0,000000E+0	8,683333E+0	5,773503E-3	16,334000E-3	20,000000E-6	Inf	3,000000E+0	250,000000E+0	3,719845081730E+9
292,438334E+0	280,000000E+0	0,000000E+0	300,000000E+0	0,000000E+0	8,710000E+0	0,000000E+0	16,387333E-3	64,291005E-6	Inf	3,000000E+0	250,000000E+0	3,719845091730E+9
292,478411E+0	280,100000E+0	0,000000E+0	300,000000E+0	0,000000E+0	8,740000E+0	10,000000E-3	16,360667E-3	92,376043E-6	Inf	3,000000E+0	250,000000E+0	3,719845101730E+9
292,478411E+0	280,100000E+0	0,000000E+0	300,000000E+0	0,000000E+0	8,740000E+0	0,000000E+0	16,500667E-3	75,718778E-6	Inf	3,000000E+0	250,000000E+0	3,719845111780E+9
